location_name,location_type,state,month,vacancy_rate
"Minneapolis, MN",City,Minnesota,2025-03-01,0.0847602209045574
"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,Minnesota,2025-01-01,0.0684866529803602
"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,Minnesota,2025-02-01,0.068544760631369
"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,Minnesota,2025-03-01,0.0695299956862783
"Minnehaha County, SD",County,South Dakota,2025-01-01,0.112497379688928
"Minnehaha County, SD",County,South Dakota,2025-02-01,0.115621493782986
"Minnehaha County, SD",County,South Dakota,2025-03-01,0.118318705964977
Minnesota,State,Minnesota,2025-01-01,0.0692191558781274
Minnesota,State,Minnesota,2025-02-01,0.069012431648135
Minnesota,State,Minnesota,2025-03-01,0.0697329075675583
"Minot, ND",Metro,North Dakota,2025-01-01,0.0547543984367219
"Minot, ND",City,North Dakota,2025-01-01,0.0543490194034777
"Minot, ND",Metro,North Dakota,2025-02-01,0.05536861085395
"Minot, ND",City,North Dakota,2025-02-01,0.0551495152232554
"Minot, ND",Metro,North Dakota,2025-03-01,0.0568085857352249
"Minot, ND",City,North Dakota,2025-03-01,0.0568783660263909
Mississippi,State,Mississippi,2025-01-01,0.0575399915192494
Mississippi,State,Mississippi,2025-02-01,0.0593097778517536
Mississippi,State,Mississippi,2025-03-01,0.0597093170507514
Missouri,State,Missouri,2025-01-01,0.0690249269086612
Missouri,State,Missouri,2025-02-01,0.0702341884459379
Missouri,State,Missouri,2025-03-01,0.0706618280895504
"Montgomery County, MD",County,Maryland,2025-01-01,0.0528521682404135
"Montgomery County, MD",County,Maryland,2025-02-01,0.0535536166034058
"Montgomery County, MD",County,Maryland,2025-03-01,0.0542762968124875
"Montgomery County, PA",County,Pennsylvania,2025-01-01,0.0542364385153854
"Montgomery County, PA",County,Pennsylvania,2025-02-01,0.0528584693922189
"Montgomery County, PA",County,Pennsylvania,2025-03-01,0.052664645949845
"Montgomery County, TX",County,Texas,2025-01-01,0.0849168620328738
"Montgomery County, TX",County,Texas,2025-02-01,0.084875503316258
"Montgomery County, TX",County,Texas,2025-03-01,0.0842926551528573
"Mountain View, CA",City,California,2025-01-01,0.0641931236433499
"Mountain View, CA",City,California,2025-02-01,0.0630807849244854
"Mountain View, CA",City,California,2025-03-01,0.0673300164615861
"Multnomah County, OR",County,Oregon,2025-01-01,0.0747066824372612
"Multnomah County, OR",County,Oregon,2025-02-01,0.074817591814819
"Multnomah County, OR",County,Oregon,2025-03-01,0.0737518945464774
"Murfreesboro, TN",City,Tennessee,2025-01-01,0.0656821034663291
"Murfreesboro, TN",City,Tennessee,2025-02-01,0.0655595949224884
"Murfreesboro, TN",City,Tennessee,2025-03-01,0.0664733638264735
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metro,South Carolina,2025-01-01,0.0973360707834434
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metro,South Carolina,2025-02-01,0.0993833916966466
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metro,South Carolina,2025-03-01,0.0997867870739352
"Nashville, TN",City,Tennessee,2025-01-01,0.0784411364109126
"Nashville, TN",City,Tennessee,2025-02-01,0.0798292842707492
"Nashville, TN",City,Tennessee,2025-03-01,0.0817447933206069
"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,Tennessee,2025-01-01,0.077836189242381
"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,Tennessee,2025-02-01,0.0790481556152531
"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,Tennessee,2025-03-01,0.0808351975947473
Nebraska,State,Nebraska,2025-01-01,0.0577843640452831
Nebraska,State,Nebraska,2025-02-01,0.0573220620245409
Nebraska,State,Nebraska,2025-03-01,0.0566699797367349
Nevada,State,Nevada,2025-01-01,0.0644448468013382
Nevada,State,Nevada,2025-02-01,0.064753662666363
Nevada,State,Nevada,2025-03-01,0.0642087060375722
New Hampshire,State,New Hampshire,2025-01-01,0.0525660038337633
New Hampshire,State,New Hampshire,2025-02-01,0.0534662775999535
New Hampshire,State,New Hampshire,2025-03-01,0.054750366739553
"New Hanover County, NC",County,North Carolina,2025-01-01,0.0840768898805806
"New Hanover County, NC",County,North Carolina,2025-02-01,0.0856213305940149
"New Hanover County, NC",County,North Carolina,2025-03-01,0.0894921049644911
"New Haven County, CT",County,Connecticut,2025-01-01,0.0833262606007616
"New Haven County, CT",County,Connecticut,2025-02-01,0.0842451613255159
"New Haven County, CT",County,Connecticut,2025-03-01,0.0856603170225954
"New Haven-Milford, CT",Metro,Connecticut,2025-01-01,0.0833262606007616
"New Haven-Milford, CT",Metro,Connecticut,2025-02-01,0.0842451613255159
"New Haven-Milford, CT",Metro,Connecticut,2025-03-01,0.0856603170225954
New Jersey,State,New Jersey,2025-01-01,0.0462220019666473
New Jersey,State,New Jersey,2025-02-01,0.046077455101865
New Jersey,State,New Jersey,2025-03-01,0.0462141025377478
New Mexico,State,New Mexico,2025-01-01,0.0638400860508841
New Mexico,State,New Mexico,2025-02-01,0.066570166778721
New Mexico,State,New Mexico,2025-03-01,0.0690522895501583
"New Orleans-Metairie, LA",Metro,Louisiana,2025-01-01,0.0491877611331961
"New Orleans-Metairie, LA",Metro,Louisiana,2025-02-01,0.0484801612223881
"New Orleans-Metairie, LA",Metro,Louisiana,2025-03-01,0.0482810222542274
New York,State,New York,2025-01-01,0.0477542511593856
New York,State,New York,2025-02-01,0.0473874627638756
New York,State,New York,2025-03-01,0.0470523479195171
"New York City, NY",City,New York,2025-01-01,0.0315856823534617
"New York City, NY",City,New York,2025-02-01,0.0318534696226714
"New York City, NY",City,New York,2025-03-01,0.0316545423865655
"New York County, NY",County,New York,2025-01-01,0.03086054518482
"New York County, NY",County,New York,2025-02-01,0.0308098061902528
"New York County, NY",County,New York,2025-03-01,0.0303563412133877
"New York-Newark-Jersey City, NY-NJ-PA",Metro,New York,2025-01-01,0.0493339422544079
"New York-Newark-Jersey City, NY-NJ-PA",Metro,New York,2025-02-01,0.048794776544477
"New York-Newark-Jersey City, NY-NJ-PA",Metro,New York,2025-03-01,0.048594686136475
"Newport News, VA",City,Virginia,2025-01-01,0.0555650431965728
"Newport News, VA",City,Virginia,2025-02-01,0.0558777711848523
"Newport News, VA",City,Virginia,2025-03-01,0.0531538969331151
"Norfolk County, MA",County,Massachusetts,2025-01-01,0.0492366470647572
"Norfolk County, MA",County,Massachusetts,2025-02-01,0.0486658341809436
"Norfolk County, MA",County,Massachusetts,2025-03-01,0.0485600122875863
"Norfolk, VA",City,Virginia,2025-01-01,0.0609525595473742
"Norfolk, VA",City,Virginia,2025-02-01,0.0581663765914299
"Norfolk, VA",City,Virginia,2025-03-01,0.055488596032835
North Carolina,State,North Carolina,2025-01-01,0.0817551977292716
North Carolina,State,North Carolina,2025-02-01,0.082717508952846
North Carolina,State,North Carolina,2025-03-01,0.0835214917140905
North Dakota,State,North Dakota,2025-01-01,0.0595913584557572
North Dakota,State,North Dakota,2025-02-01,0.0570546412663366
North Dakota,State,North Dakota,2025-03-01,0.0556806849894715
"North Port-Sarasota-Bradenton, FL",Metro,Florida,2025-01-01,0.107430052259875
"North Port-Sarasota-Bradenton, FL",Metro,Florida,2025-02-01,0.109271957775864
"North Port-Sarasota-Bradenton, FL",Metro,Florida,2025-03-01,0.111867344014121
"Nueces County, TX",County,Texas,2025-01-01,0.101392134683279
"Nueces County, TX",County,Texas,2025-02-01,0.100067988395366
"Nueces County, TX",County,Texas,2025-03-01,0.0994560170311125
"Oakland County, MI",County,Michigan,2025-01-01,0.0583854446328626
"Oakland County, MI",County,Michigan,2025-02-01,0.0581953592397667
"Oakland County, MI",County,Michigan,2025-03-01,0.0572593138247608
"Oakland, CA",City,California,2025-01-01,0.0775825205833992
"Oakland, CA",City,California,2025-02-01,0.0758442488508302
"Oakland, CA",City,California,2025-03-01,0.0748836655835041
"Ogden-Clearfield, UT",Metro,Utah,2025-01-01,0.0671202940289793
"Ogden-Clearfield, UT",Metro,Utah,2025-02-01,0.0673842111341489
"Ogden-Clearfield, UT",Metro,Utah,2025-03-01,0.0684681422448576
Ohio,State,Ohio,2025-01-01,0.0579661901535889
Ohio,State,Ohio,2025-02-01,0.0573009083406584
Ohio,State,Ohio,2025-03-01,0.0567381652775007
Oklahoma,State,Oklahoma,2025-01-01,0.0521923471175396
Oklahoma,State,Oklahoma,2025-02-01,0.0526075470128364
Oklahoma,State,Oklahoma,2025-03-01,0.0540220527739447
"Oklahoma City, OK",Metro,Oklahoma,2025-01-01,0.056149561231897
"Oklahoma City, OK",City,Oklahoma,2025-01-01,0.0537896814826057
"Oklahoma City, OK",Metro,Oklahoma,2025-02-01,0.0568022372914359
"Oklahoma City, OK",City,Oklahoma,2025-02-01,0.0556235810927148
"Oklahoma City, OK",Metro,Oklahoma,2025-03-01,0.0596591590975536
"Oklahoma City, OK",City,Oklahoma,2025-03-01,0.0598784426362655
"Oklahoma County, OK",County,Oklahoma,2025-01-01,0.0550895408676148
"Oklahoma County, OK",County,Oklahoma,2025-02-01,0.0567744935360131
"Oklahoma County, OK",County,Oklahoma,2025-03-01,0.0612320042749335
"Olympia-Lacey-Tumwater, WA",Metro,Washington,2025-01-01,0.0800964593952861
"Olympia-Lacey-Tumwater, WA",Metro,Washington,2025-02-01,0.0741315730486957
"Olympia-Lacey-Tumwater, WA",Metro,Washington,2025-03-01,0.0725764517848526
"Omaha, NE",City,Nebraska,2025-01-01,0.0576108497904903
"Omaha, NE",City,Nebraska,2025-02-01,0.0560754602788602
"Omaha, NE",City,Nebraska,2025-03-01,0.0543480366087066
"Omaha-Council Bluffs, NE-IA",Metro,Nebraska,2025-01-01,0.061295853314917
"Omaha-Council Bluffs, NE-IA",Metro,Nebraska,2025-02-01,0.0611901518240934
"Omaha-Council Bluffs, NE-IA",Metro,Nebraska,2025-03-01,0.0606831469618854
"Orange County, CA",County,California,2025-01-01,0.0578724694276881
"Orange County, CA",County,California,2025-02-01,0.0569197693295785
"Orange County, CA",County,California,2025-03-01,0.0565424775194504
"Orange County, FL",County,Florida,2025-01-01,0.0671843371696157
"Orange County, FL",County,Florida,2025-02-01,0.0686218835934574
"Orange County, FL",County,Florida,2025-03-01,0.0707162766839771
"Orange County, NC",County,North Carolina,2025-01-01,0.0666356312025118
"Orange County, NC",County,North Carolina,2025-02-01,0.0701217071886651
"Orange County, NC",County,North Carolina,2025-03-01,0.0743734568532873
Oregon,State,Oregon,2025-01-01,0.067209214846209
Oregon,State,Oregon,2025-02-01,0.0671283197377618
Oregon,State,Oregon,2025-03-01,0.0665691476732154
"Orlando, FL",City,Florida,2025-01-01,0.065493605196417
"Orlando, FL",City,Florida,2025-02-01,0.0670421314805386
"Orlando, FL",City,Florida,2025-03-01,0.0688130240721678
"Orlando-Kissimmee-Sanford, FL",Metro,Florida,2025-01-01,0.0689512138310343
"Orlando-Kissimmee-Sanford, FL",Metro,Florida,2025-02-01,0.0699125928776394
"Orlando-Kissimmee-Sanford, FL",Metro,Florida,2025-03-01,0.07128374076401
"Osceola County, FL",County,Florida,2025-01-01,0.0751391279679628
"Osceola County, FL",County,Florida,2025-02-01,0.0765545255278837
"Osceola County, FL",County,Florida,2025-03-01,0.0770529905438213
"Overland Park, KS",City,Kansas,2025-01-01,0.0590244361350573
"Overland Park, KS",City,Kansas,2025-02-01,0.058880946711945
"Overland Park, KS",City,Kansas,2025-03-01,0.0580532787317214
"Oxnard-Thousand Oaks-Ventura, CA",Metro,California,2025-01-01,0.0528367887465402
"Oxnard-Thousand Oaks-Ventura, CA",Metro,California,2025-02-01,0.0496744190992095
"Oxnard-Thousand Oaks-Ventura, CA",Metro,California,2025-03-01,0.0478653081099662
"Palm Bay-Melbourne-Titusville, FL",Metro,Florida,2025-01-01,0.0830264982919578
"Palm Bay-Melbourne-Titusville, FL",Metro,Florida,2025-02-01,0.0891682752066686
"Palm Bay-Melbourne-Titusville, FL",Metro,Florida,2025-03-01,0.0950430911646769
"Palm Beach County, FL",County,Florida,2025-01-01,0.0591181870796168
"Palm Beach County, FL",County,Florida,2025-02-01,0.0597390663127457
"Palm Beach County, FL",County,Florida,2025-03-01,0.0616457872315926
"Pasadena, CA",City,California,2025-01-01,0.0461179267997738
"Pasadena, CA",City,California,2025-02-01,0.0371615796996165
"Pasadena, CA",City,California,2025-03-01,0.0274673208055851
Pennsylvania,State,Pennsylvania,2025-01-01,0.0558187659244031
Pennsylvania,State,Pennsylvania,2025-02-01,0.0571359593896498
Pennsylvania,State,Pennsylvania,2025-03-01,0.0589438530563673
"Philadelphia County, PA",County,Pennsylvania,2025-01-01,0.0626667812114596
"Philadelphia County, PA",County,Pennsylvania,2025-02-01,0.0645721175699408
"Philadelphia County, PA",County,Pennsylvania,2025-03-01,0.0664670808575787
"Philadelphia, PA",City,Pennsylvania,2025-01-01,0.0627169418038543
"Philadelphia, PA",City,Pennsylvania,2025-02-01,0.0645951363038627
"Philadelphia, PA",City,Pennsylvania,2025-03-01,0.0664583532611878
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,Pennsylvania,2025-01-01,0.0523779512771397
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,Pennsylvania,2025-02-01,0.0537200352729971
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,Pennsylvania,2025-03-01,0.0552842644019574
"Phoenix, AZ",City,Arizona,2025-01-01,0.0752025837665649
"Phoenix, AZ",City,Arizona,2025-02-01,0.0749683149706317
"Phoenix, AZ",City,Arizona,2025-03-01,0.0749769343949535
"Phoenix-Mesa-Chandler, AZ",Metro,Arizona,2025-01-01,0.0767781534104293
"Phoenix-Mesa-Chandler, AZ",Metro,Arizona,2025-02-01,0.0774449610256797
"Phoenix-Mesa-Chandler, AZ",Metro,Arizona,2025-03-01,0.0781696233432264
"Pierce County, WA",County,Washington,2025-01-01,0.0635365627075175
"Pierce County, WA",County,Washington,2025-02-01,0.0643012972738638
"Pierce County, WA",County,Washington,2025-03-01,0.0646412981859157
"Pima County, AZ",County,Arizona,2025-01-01,0.0842677075367654
"Pima County, AZ",County,Arizona,2025-02-01,0.0835976903408829
"Pima County, AZ",County,Arizona,2025-03-01,0.0828025089587575
"Pinellas County, FL",County,Florida,2025-01-01,0.0476228306146792
"Pinellas County, FL",County,Florida,2025-02-01,0.0485352279920358
"Pinellas County, FL",County,Florida,2025-03-01,0.0521558679332775
"Pittsburgh, PA",Metro,Pennsylvania,2025-01-01,0.0617112208965871
"Pittsburgh, PA",City,Pennsylvania,2025-01-01,0.0616262495013354
"Pittsburgh, PA",Metro,Pennsylvania,2025-02-01,0.0640479166289209
"Pittsburgh, PA",City,Pennsylvania,2025-02-01,0.0613089626567138
"Pittsburgh, PA",Metro,Pennsylvania,2025-03-01,0.0667587123882176
"Pittsburgh, PA",City,Pennsylvania,2025-03-01,0.0615856887757452
"Placer County, CA",County,California,2025-01-01,0.0342894937227762
"Placer County, CA",County,California,2025-02-01,0.0346322797108608
"Placer County, CA",County,California,2025-03-01,0.0343677321376711
"Plano, TX",City,Texas,2025-01-01,0.0764056501453727
"Plano, TX",City,Texas,2025-02-01,0.0755601141572573
"Plano, TX",City,Texas,2025-03-01,0.0762523598954163
"Polk County, FL",County,Florida,2025-01-01,0.0854743659582457
"Polk County, FL",County,Florida,2025-02-01,0.0843007277072463
"Polk County, FL",County,Florida,2025-03-01,0.0861854205291403
"Polk County, IA",County,Iowa,2025-01-01,0.0736871123088755
"Polk County, IA",County,Iowa,2025-02-01,0.0771825396523515
"Polk County, IA",County,Iowa,2025-03-01,0.0802202132224877
"Port St. Lucie, FL",Metro,Florida,2025-01-01,0.0891714688554465
"Port St. Lucie, FL",Metro,Florida,2025-02-01,0.0863063002649697
"Port St. Lucie, FL",Metro,Florida,2025-03-01,0.0885227705632892
"Portland, OR",City,Oregon,2025-01-01,0.0771449498620392
"Portland, OR",City,Oregon,2025-02-01,0.0773484843676325
"Portland, OR",City,Oregon,2025-03-01,0.0760021890864943
"Portland-Vancouver-Hillsboro, OR-WA",Metro,Oregon,2025-01-01,0.0640029253705715
"Portland-Vancouver-Hillsboro, OR-WA",Metro,Oregon,2025-02-01,0.0633004611617705
"Portland-Vancouver-Hillsboro, OR-WA",Metro,Oregon,2025-03-01,0.0626983812386732
"Prince George's County, MD",County,Maryland,2025-01-01,0.0506618930922248
"Prince George's County, MD",County,Maryland,2025-02-01,0.0521442948561791
"Prince George's County, MD",County,Maryland,2025-03-01,0.0528801655845545
"Prince William County, VA",County,Virginia,2025-01-01,0.0596731563561831
"Prince William County, VA",County,Virginia,2025-02-01,0.0601454577604857
"Prince William County, VA",County,Virginia,2025-03-01,0.0603915536539107
"Providence-Warwick, RI-MA",Metro,Rhode Island,2025-01-01,0.0426374791457455
"Providence-Warwick, RI-MA",Metro,Rhode Island,2025-02-01,0.0414448152011151
"Providence-Warwick, RI-MA",Metro,Rhode Island,2025-03-01,0.0411452075400772
"Provo-Orem, UT",Metro,Utah,2025-01-01,0.10685631196545
"Provo-Orem, UT",Metro,Utah,2025-02-01,0.104756968730876
"Provo-Orem, UT",Metro,Utah,2025-03-01,0.102263483327731
"Pulaski County, AR",County,Arkansas,2025-01-01,0.0653428030650557
"Pulaski County, AR",County,Arkansas,2025-02-01,0.0650901054815192
"Pulaski County, AR",County,Arkansas,2025-03-01,0.0672297599951556
"Raleigh, NC",City,North Carolina,2025-01-01,0.0847799577595645
"Raleigh, NC",City,North Carolina,2025-02-01,0.0832650800452929
"Raleigh, NC",City,North Carolina,2025-03-01,0.0818357667981164
"Raleigh-Cary, NC",Metro,North Carolina,2025-01-01,0.0875941426253111
"Raleigh-Cary, NC",Metro,North Carolina,2025-02-01,0.0871794784325461
"Raleigh-Cary, NC",Metro,North Carolina,2025-03-01,0.0869449720655666
"Ramsey County, MN",County,Minnesota,2025-01-01,0.0543730880018989
"Ramsey County, MN",County,Minnesota,2025-02-01,0.0556393106057951
"Ramsey County, MN",County,Minnesota,2025-03-01,0.0574454846312464
"Redmond, WA",City,Washington,2025-01-01,0.0543902919240075
"Redmond, WA",City,Washington,2025-02-01,0.0568313096281514
"Redmond, WA",City,Washington,2025-03-01,0.0574598295318966
"Reno, NV",Metro,Nevada,2025-01-01,0.057051785257573
"Reno, NV",City,Nevada,2025-01-01,0.0582711034198106
"Reno, NV",Metro,Nevada,2025-02-01,0.0553810353453634
"Reno, NV",City,Nevada,2025-02-01,0.0566078889945939
"Reno, NV",Metro,Nevada,2025-03-01,0.0542130974548972
"Reno, NV",City,Nevada,2025-03-01,0.0556835527330465
"Renton, WA",City,Washington,2025-01-01,0.0561275239913157
"Renton, WA",City,Washington,2025-02-01,0.0572115466868514
"Renton, WA",City,Washington,2025-03-01,0.0554334684644093
"Richardson, TX",City,Texas,2025-01-01,0.080496823475193
"Richardson, TX",City,Texas,2025-02-01,0.0819657259805521
"Richardson, TX",City,Texas,2025-03-01,0.083025481090633
"Richland County, SC",County,South Carolina,2025-01-01,0.0706315356801512
"Richland County, SC",County,South Carolina,2025-02-01,0.0700631812359888
"Richland County, SC",County,South Carolina,2025-03-01,0.0676307992107122
"Richmond County, GA",County,Georgia,2025-01-01,0.0800445877797737
"Richmond County, GA",County,Georgia,2025-02-01,0.07734774312401
"Richmond County, GA",County,Georgia,2025-03-01,0.0728360047008434
"Richmond, VA",Metro,Virginia,2025-01-01,0.0673217066137851
"Richmond, VA",City,Virginia,2025-01-01,0.0723012293477768
"Richmond, VA",Metro,Virginia,2025-02-01,0.0669526693773736
"Richmond, VA",City,Virginia,2025-02-01,0.0725825176835799
"Richmond, VA",Metro,Virginia,2025-03-01,0.0668140663969579
"Richmond, VA",City,Virginia,2025-03-01,0.0737316259145901
"Riverside County, CA",County,California,2025-01-01,0.0488000147551425
"Riverside County, CA",County,California,2025-02-01,0.0482944876474941
"Riverside County, CA",County,California,2025-03-01,0.0487923017466991
"Riverside, CA",City,California,2025-01-01,0.0564795726830008
"Riverside, CA",City,California,2025-02-01,0.0565307135416774
"Riverside, CA",City,California,2025-03-01,0.0567875292966481
"Riverside-San Bernardino-Ontario, CA",Metro,California,2025-01-01,0.0425596160996539
"Riverside-San Bernardino-Ontario, CA",Metro,California,2025-02-01,0.0418605020916573
"Riverside-San Bernardino-Ontario, CA",Metro,California,2025-03-01,0.0415873287170082
"Round Rock, TX",City,Texas,2025-01-01,0.0994492977686343
"Round Rock, TX",City,Texas,2025-02-01,0.101061729305098
"Round Rock, TX",City,Texas,2025-03-01,0.102449615329856
"Rutherford County, TN",County,Tennessee,2025-01-01,0.0631245267434775
"Rutherford County, TN",County,Tennessee,2025-02-01,0.0628322949327973
"Rutherford County, TN",County,Tennessee,2025-03-01,0.0636148688532654
"Sacramento County, CA",County,California,2025-01-01,0.0481662942042106
"Sacramento County, CA",County,California,2025-02-01,0.0477907033875881
"Sacramento County, CA",County,California,2025-03-01,0.0465350984911271
"Sacramento, CA",City,California,2025-01-01,0.0501409305130648
"Sacramento, CA",City,California,2025-02-01,0.0497766075133208
"Sacramento, CA",City,California,2025-03-01,0.0482424108316033
"Sacramento-Roseville-Folsom, CA",Metro,California,2025-01-01,0.0458550280473481
"Sacramento-Roseville-Folsom, CA",Metro,California,2025-02-01,0.045475735158876
"Sacramento-Roseville-Folsom, CA",Metro,California,2025-03-01,0.0442959267598999
"Salt Lake City, UT",Metro,Utah,2025-01-01,0.0790774625043137
"Salt Lake City, UT",City,Utah,2025-01-01,0.0876810084533335
"Salt Lake City, UT",Metro,Utah,2025-02-01,0.0794093187209993
"Salt Lake City, UT",City,Utah,2025-02-01,0.0873663184968045
"Salt Lake City, UT",Metro,Utah,2025-03-01,0.0802715329926876
"Salt Lake City, UT",City,Utah,2025-03-01,0.0868475188592592
"Salt Lake County, UT",County,Utah,2025-01-01,0.0790774625043137
"Salt Lake County, UT",County,Utah,2025-02-01,0.0794093187209993
"Salt Lake County, UT",County,Utah,2025-03-01,0.0802715329926876
"San Antonio, TX",City,Texas,2025-01-01,0.0881542990973708
"San Antonio, TX",City,Texas,2025-02-01,0.0895805508789657
"San Antonio, TX",City,Texas,2025-03-01,0.0902244788971559
"San Antonio-New Braunfels, TX",Metro,Texas,2025-01-01,0.0899848900742137
"San Antonio-New Braunfels, TX",Metro,Texas,2025-02-01,0.0913580550465076
"San Antonio-New Braunfels, TX",Metro,Texas,2025-03-01,0.091822618398899
"San Bernardino County, CA",County,California,2025-01-01,0.037708350758406
"San Bernardino County, CA",County,California,2025-02-01,0.0367801840050698
"San Bernardino County, CA",County,California,2025-03-01,0.035844766989042
"San Diego County, CA",County,California,2025-01-01,0.0577875385233325
"San Diego County, CA",County,California,2025-02-01,0.0589666978328619
"San Diego County, CA",County,California,2025-03-01,0.0609849695029261
"San Diego, CA",City,California,2025-01-01,0.0605320701854661
"San Diego, CA",City,California,2025-02-01,0.0615884536926017
"San Diego, CA",City,California,2025-03-01,0.0641403169753384
"San Diego-Chula Vista-Carlsbad, CA",Metro,California,2025-01-01,0.0577875385233325
"San Diego-Chula Vista-Carlsbad, CA",Metro,California,2025-02-01,0.0589666978328619
"San Diego-Chula Vista-Carlsbad, CA",Metro,California,2025-03-01,0.0609849695029261
"San Francisco County, CA",County,California,2025-01-01,0.0383302065755389
"San Francisco County, CA",County,California,2025-02-01,0.0366382803991258
"San Francisco County, CA",County,California,2025-03-01,0.0352766450505213
"San Francisco, CA",City,California,2025-01-01,0.0383302065755389
"San Francisco, CA",City,California,2025-02-01,0.0366382803991258
"San Francisco, CA",City,California,2025-03-01,0.0352766450505213
"San Francisco-Oakland-Berkeley, CA",Metro,California,2025-01-01,0.0496209801116736
"San Francisco-Oakland-Berkeley, CA",Metro,California,2025-02-01,0.0480167955223478
"San Francisco-Oakland-Berkeley, CA",Metro,California,2025-03-01,0.0467773233605513
"San Jose, CA",City,California,2025-01-01,0.0504196754858255
"San Jose, CA",City,California,2025-02-01,0.0491884636896909
"San Jose, CA",City,California,2025-03-01,0.0479131885100358
"San Jose-Sunnyvale-Santa Clara, CA",Metro,California,2025-01-01,0.0544201405378691
"San Jose-Sunnyvale-Santa Clara, CA",Metro,California,2025-02-01,0.0531071385072738
"San Jose-Sunnyvale-Santa Clara, CA",Metro,California,2025-03-01,0.0520907359028191
"San Mateo County, CA",County,California,2025-01-01,0.049596012674206
"San Mateo County, CA",County,California,2025-02-01,0.0467799433949676
"San Mateo County, CA",County,California,2025-03-01,0.0446568493173085
"Sandy Springs, GA",City,Georgia,2025-01-01,0.0764205666417498
"Sandy Springs, GA",City,Georgia,2025-02-01,0.0768008385876272
"Sandy Springs, GA",City,Georgia,2025-03-01,0.0766050455820726
"Santa Clara County, CA",County,California,2025-01-01,0.0544201405378691
"Santa Clara County, CA",County,California,2025-02-01,0.0531071385072738
"Santa Clara County, CA",County,California,2025-03-01,0.0520907359028191
"Santa Clara, CA",City,California,2025-01-01,0.0585112384805646
"Santa Clara, CA",City,California,2025-02-01,0.0583546740228414
"Santa Clara, CA",City,California,2025-03-01,0.0539832996508621
"Sarpy County, NE",County,Nebraska,2025-01-01,0.0726926619785465
"Sarpy County, NE",County,Nebraska,2025-02-01,0.0755293536728348
"Sarpy County, NE",County,Nebraska,2025-03-01,0.0774335904774911
"Savannah, GA",Metro,Georgia,2025-01-01,0.0857053666014259
"Savannah, GA",City,Georgia,2025-01-01,0.0762452318994657
"Savannah, GA",Metro,Georgia,2025-02-01,0.0840876274118978
"Savannah, GA",City,Georgia,2025-02-01,0.0721187532602926
"Savannah, GA",Metro,Georgia,2025-03-01,0.0845272906928261
"Savannah, GA",City,Georgia,2025-03-01,0.069395603755368
"Scottsdale, AZ",City,Arizona,2025-01-01,0.0622337073166737
"Scottsdale, AZ",City,Arizona,2025-02-01,0.0622829734798059
"Scottsdale, AZ",City,Arizona,2025-03-01,0.0647897326194097
"Seattle, WA",City,Washington,2025-01-01,0.0653914509838753
"Seattle, WA",City,Washington,2025-02-01,0.0636522810356173
"Seattle, WA",City,Washington,2025-03-01,0.0621866928389619
"Seattle-Tacoma-Bellevue, WA",Metro,Washington,2025-01-01,0.0593279911497709
"Seattle-Tacoma-Bellevue, WA",Metro,Washington,2025-02-01,0.0589668444173027
"Seattle-Tacoma-Bellevue, WA",Metro,Washington,2025-03-01,0.0584385781654062
"Seminole County, FL",County,Florida,2025-01-01,0.0660168636556319
"Seminole County, FL",County,Florida,2025-02-01,0.0640869715658884
"Seminole County, FL",County,Florida,2025-03-01,0.0625303024294672
"Shelby County, TN",County,Tennessee,2025-01-01,0.0887751107127662
"Shelby County, TN",County,Tennessee,2025-02-01,0.086827337060484
"Shelby County, TN",County,Tennessee,2025-03-01,0.0848094645543995
"Silver Spring, MD",City,Maryland,2025-01-01,0.0516962629979232
"Silver Spring, MD",City,Maryland,2025-02-01,0.0533508281880776
"Silver Spring, MD",City,Maryland,2025-03-01,0.0537385313363476
"Sioux Falls, SD",Metro,South Dakota,2025-01-01,0.118410337838187
"Sioux Falls, SD",City,South Dakota,2025-01-01,0.118607253306694
"Sioux Falls, SD",Metro,South Dakota,2025-02-01,0.118419436592308
"Sioux Falls, SD",City,South Dakota,2025-02-01,0.118483309686072
"Sioux Falls, SD",Metro,South Dakota,2025-03-01,0.114888156306918
"Sioux Falls, SD",City,South Dakota,2025-03-01,0.114960121969731
"Snohomish County, WA",County,Washington,2025-01-01,0.0479438228552455
"Snohomish County, WA",County,Washington,2025-02-01,0.0476329072165599
"Snohomish County, WA",County,Washington,2025-03-01,0.0478587840141099
"Solano County, CA",County,California,2025-01-01,0.0523779263538565
"Solano County, CA",County,California,2025-02-01,0.0515365783196328
"Solano County, CA",County,California,2025-03-01,0.0517454848297761
South Carolina,State,South Carolina,2025-01-01,0.073946321031107
