area_name,fips,state,studio_rent,one_bed_rent,two_bed_rent,three_bed_rent,four_bed_rent,private_studio_rent,private_one_bed_rent,private_two_bed_rent,private_three_bed_rent,private_four_bed_rent
"Walton County, FL HUD Metro FMR Area",1213199999,12.0,889,1008,1138,1490,1738,977.9000000000001,1159.1999999999998,1342.84,1788.0,2120.36
"Washington County, FL",1213399999,12.0,623,628,826,1087,1407,685.3000000000001,722.1999999999999,974.68,1304.3999999999999,1716.54
"Appling County, GA",1300199999,13.0,602,606,772,1097,1123,662.2,696.9,910.9599999999999,1316.3999999999999,1370.06
"Atkinson County, GA",1300399999,13.0,609,612,772,1060,1123,669.9000000000001,703.8,910.9599999999999,1272.0,1370.06
"Bacon County, GA",1300599999,13.0,516,684,772,969,1123,567.6,786.5999999999999,910.9599999999999,1162.8,1370.06
"Baldwin County, GA",1300999999,13.0,658,719,812,997,1315,723.8000000000001,826.8499999999999,958.16,1196.3999999999999,1604.3
"Banks County, GA",1301199999,13.0,681,700,811,987,1240,749.1,804.9999999999999,956.9799999999999,1184.3999999999999,1512.8
"Ben Hill County, GA",1301799999,13.0,648,684,772,1027,1315,712.8000000000001,786.5999999999999,910.9599999999999,1232.3999999999999,1604.3
"Berrien County, GA",1301999999,13.0,583,586,772,1097,1169,641.3000000000001,673.9,910.9599999999999,1316.3999999999999,1426.18
"Bleckley County, GA",1302399999,13.0,583,586,772,1082,1172,641.3000000000001,673.9,910.9599999999999,1298.3999999999999,1429.84
"Bulloch County, GA",1303199999,13.0,706,711,887,1206,1313,776.6,817.65,1046.6599999999999,1447.2,1601.86
"Augusta-Richmond County, GA-SC HUD Metro FMR Area",1303399999,13.0,750,890,1017,1369,1675,825.0000000000001,1023.4999999999999,1200.06,1642.8,2043.5
"Butts County, GA HUD Metro FMR Area",1303599999,13.0,831,836,1094,1433,1620,914.1,961.4,1290.9199999999998,1719.6,1976.3999999999999
"Calhoun County, GA",1303799999,13.0,644,648,772,982,1231,708.4000000000001,745.1999999999999,910.9599999999999,1178.3999999999999,1501.82
"Camden County, GA",1303999999,13.0,781,786,972,1380,1603,859.1,903.9,1146.96,1656.0,1955.6599999999999
"Candler County, GA",1304399999,13.0,602,606,772,1095,1114,662.2,696.9,910.9599999999999,1314.0,1359.08
"Charlton County, GA",1304999999,13.0,648,684,772,1097,1140,712.8000000000001,786.5999999999999,910.9599999999999,1316.3999999999999,1390.8
"Chattooga County, GA",1305599999,13.0,529,586,772,1061,1240,581.9000000000001,673.9,910.9599999999999,1273.2,1512.8
"Athens-Clarke County, GA MSA",1305999999,13.0,825,877,995,1335,1517,907.5000000000001,1008.55,1174.1,1602.0,1850.74
"Clay County, GA",1306199999,13.0,602,606,772,1097,1123,662.2,696.9,910.9599999999999,1316.3999999999999,1370.06
"Clinch County, GA",1306599999,13.0,602,606,772,1097,1123,662.2,696.9,910.9599999999999,1316.3999999999999,1370.06
"Coffee County, GA",1306999999,13.0,606,610,772,940,1037,666.6,701.5,910.9599999999999,1128.0,1265.1399999999999
"Colquitt County, GA",1307199999,13.0,585,589,772,963,1135,643.5,677.3499999999999,910.9599999999999,1155.6,1384.7
"Augusta-Richmond County, GA-SC HUD Metro FMR Area",1307399999,13.0,750,890,1017,1369,1675,825.0000000000001,1023.4999999999999,1200.06,1642.8,2043.5
"Cook County, GA",1307599999,13.0,602,606,772,1006,1169,662.2,696.9,910.9599999999999,1207.2,1426.18
"Crisp County, GA",1308199999,13.0,663,673,789,960,1060,729.3000000000001,773.9499999999999,931.02,1152.0,1293.2
"Decatur County, GA",1308799999,13.0,620,624,772,984,1037,682.0,717.5999999999999,910.9599999999999,1180.8,1265.1399999999999
"Dodge County, GA",1309199999,13.0,583,586,772,940,1048,641.3000000000001,673.9,910.9599999999999,1128.0,1278.56
"Dooly County, GA",1309399999,13.0,648,649,772,940,1037,712.8000000000001,746.3499999999999,910.9599999999999,1128.0,1265.1399999999999
"Early County, GA",1309999999,13.0,602,606,772,1000,1110,662.2,696.9,910.9599999999999,1200.0,1354.2
"Elbert County, GA",1310599999,13.0,594,598,787,973,1057,653.4000000000001,687.6999999999999,928.66,1167.6,1289.54
"Emanuel County, GA",1310799999,13.0,516,613,772,980,1315,567.6,704.9499999999999,910.9599999999999,1176.0,1604.3
"Evans County, GA",1310999999,13.0,631,635,772,953,1037,694.1,730.25,910.9599999999999,1143.6,1265.1399999999999
"Fannin County, GA",1311199999,13.0,662,666,788,1120,1146,728.2,765.9,929.8399999999999,1344.0,1398.12
"Franklin County, GA",1311999999,13.0,583,586,772,1030,1123,641.3000000000001,673.9,910.9599999999999,1236.0,1370.06
"Gilmer County, GA",1312399999,13.0,575,653,860,1130,1465,632.5,750.9499999999999,1014.8,1356.0,1787.3
"Glascock County, GA",1312599999,13.0,648,684,772,1044,1048,712.8000000000001,786.5999999999999,910.9599999999999,1252.8,1278.56
"Gordon County, GA",1312999999,13.0,582,655,790,1107,1216,640.2,753.2499999999999,932.1999999999999,1328.3999999999999,1483.52
"Grady County, GA",1313199999,13.0,606,610,803,1082,1105,666.6,701.5,947.54,1298.3999999999999,1348.1
"Greene County, GA",1313399999,13.0,639,643,819,1027,1144,702.9000000000001,739.4499999999999,966.42,1232.3999999999999,1395.68
"Habersham County, GA",1313799999,13.0,516,652,772,1049,1053,567.6,749.8,910.9599999999999,1258.8,1284.66
"Hancock County, GA",1314199999,13.0,648,684,772,1048,1315,712.8000000000001,786.5999999999999,910.9599999999999,1257.6,1604.3
"Haralson County, GA HUD Metro FMR Area",1314399999,13.0,750,755,913,1298,1555,825.0000000000001,868.2499999999999,1077.34,1557.6,1897.1
"Hart County, GA",1314799999,13.0,661,665,876,1066,1264,727.1,764.7499999999999,1033.6799999999998,1279.2,1542.08
"Irwin County, GA",1315599999,13.0,602,606,772,940,1123,662.2,696.9,910.9599999999999,1128.0,1370.06
"Jackson County, GA",1315799999,13.0,686,691,909,1238,1351,754.6,794.65,1072.62,1485.6,1648.22
"Jeff Davis County, GA",1316199999,13.0,602,606,772,940,1113,662.2,696.9,910.9599999999999,1128.0,1357.86
"Jefferson County, GA",1316399999,13.0,583,586,772,940,1315,641.3000000000001,673.9,910.9599999999999,1128.0,1604.3
"Jenkins County, GA",1316599999,13.0,602,606,772,1097,1123,662.2,696.9,910.9599999999999,1316.3999999999999,1370.06
"Johnson County, GA",1316799999,13.0,648,684,772,1062,1123,712.8000000000001,786.5999999999999,910.9599999999999,1274.3999999999999,1370.06
"Lamar County, GA HUD Metro FMR Area",1317199999,13.0,717,722,950,1256,1276,788.7,830.3,1121.0,1507.2,1556.72
"Laurens County, GA",1317599999,13.0,603,607,772,1064,1315,663.3000000000001,698.05,910.9599999999999,1276.8,1604.3
"Lincoln County, GA HUD Metro FMR Area",1318199999,13.0,584,693,790,1057,1061,642.4000000000001,796.9499999999999,932.1999999999999,1268.3999999999999,1294.42
"Long County, GA HUD Metro FMR Area",1318399999,13.0,705,721,814,1150,1387,775.5000000000001,829.15,960.52,1380.0,1692.1399999999999
"Lumpkin County, GA",1318799999,13.0,768,773,985,1236,1678,844.8000000000001,888.9499999999999,1162.3,1483.2,2047.1599999999999
"Augusta-Richmond County, GA-SC HUD Metro FMR Area",1318999999,13.0,750,890,1017,1369,1675,825.0000000000001,1023.4999999999999,1200.06,1642.8,2043.5
"Macon County, GA",1319399999,13.0,587,591,772,949,1315,645.7,679.65,910.9599999999999,1138.8,1604.3
"Athens-Clarke County, GA MSA",1319599999,13.0,825,877,995,1335,1517,907.5000000000001,1008.55,1174.1,1602.0,1850.74
"Meriwether County, GA HUD Metro FMR Area",1319999999,13.0,702,707,930,1206,1281,772.2,813.05,1097.3999999999999,1447.2,1562.82
"Miller County, GA",1320199999,13.0,648,684,772,1011,1141,712.8000000000001,786.5999999999999,910.9599999999999,1213.2,1392.02
"Mitchell County, GA",1320599999,13.0,648,684,772,940,1037,712.8000000000001,786.5999999999999,910.9599999999999,1128.0,1265.1399999999999
"Monroe County, GA HUD Metro FMR Area",1320799999,13.0,649,761,859,1045,1463,713.9000000000001,875.15,1013.6199999999999,1254.0,1784.86
"Montgomery County, GA",1320999999,13.0,619,623,772,1097,1290,680.9000000000001,716.4499999999999,910.9599999999999,1316.3999999999999,1573.8
"Morgan County, GA HUD Metro FMR Area",1321199999,13.0,814,819,1078,1328,1836,895.4000000000001,941.8499999999999,1272.04,1593.6,2239.92
"Murray County, GA HUD Metro FMR Area",1321399999,13.0,561,614,808,1088,1344,617.1,706.0999999999999,953.4399999999999,1305.6,1639.68
"Athens-Clarke County, GA MSA",1321999999,13.0,825,877,995,1335,1517,907.5000000000001,1008.55,1174.1,1602.0,1850.74
"Athens-Clarke County, GA MSA",1322199999,13.0,825,877,995,1335,1517,907.5000000000001,1008.55,1174.1,1602.0,1850.74
"Peach County, GA HUD Metro FMR Area",1322599999,13.0,590,670,882,1121,1234,649.0,770.4999999999999,1040.76,1345.2,1505.48
"Pierce County, GA",1322999999,13.0,639,643,819,997,1119,702.9000000000001,739.4499999999999,966.42,1196.3999999999999,1365.18
"Polk County, GA",1323399999,13.0,623,628,826,1052,1110,685.3000000000001,722.1999999999999,974.68,1262.3999999999999,1354.2
"Pulaski County, GA HUD Metro FMR Area",1323599999,13.0,623,627,772,1078,1123,685.3000000000001,721.05,910.9599999999999,1293.6,1370.06
"Putnam County, GA",1323799999,13.0,715,719,916,1115,1560,786.5000000000001,826.8499999999999,1080.8799999999999,1338.0,1903.2
"Quitman County, GA",1323999999,13.0,602,606,772,940,1123,662.2,696.9,910.9599999999999,1128.0,1370.06
"Rabun County, GA",1324199999,13.0,641,646,850,1060,1376,705.1,742.9,1003.0,1272.0,1678.72
"Randolph County, GA",1324399999,13.0,602,606,772,982,1037,662.2,696.9,910.9599999999999,1178.3999999999999,1265.1399999999999
"Augusta-Richmond County, GA-SC HUD Metro FMR Area",1324599999,13.0,750,890,1017,1369,1675,825.0000000000001,1023.4999999999999,1200.06,1642.8,2043.5
"Schley County, GA",1324999999,13.0,602,606,772,1087,1123,662.2,696.9,910.9599999999999,1304.3999999999999,1370.06
"Screven County, GA",1325199999,13.0,583,586,772,1091,1123,641.3000000000001,673.9,910.9599999999999,1309.2,1370.06
"Seminole County, GA",1325399999,13.0,643,646,823,1066,1329,707.3000000000001,742.9,971.14,1279.2,1621.3799999999999
"Stephens County, GA",1325799999,13.0,620,624,822,1071,1315,682.0,717.5999999999999,969.9599999999999,1285.2,1604.3
"Stewart County, GA",1325999999,13.0,583,586,772,940,1109,641.3000000000001,673.9,910.9599999999999,1128.0,1352.98
"Sumter County, GA",1326199999,13.0,615,619,815,992,1188,676.5,711.8499999999999,961.6999999999999,1190.3999999999999,1449.36
"Talbot County, GA",1326399999,13.0,621,669,772,1015,1315,683.1,769.3499999999999,910.9599999999999,1218.0,1604.3
"Taliaferro County, GA",1326599999,13.0,602,606,772,940,1123,662.2,696.9,910.9599999999999,1128.0,1370.06
"Tattnall County, GA",1326799999,13.0,648,676,772,1097,1315,712.8000000000001,777.4,910.9599999999999,1316.3999999999999,1604.3
"Taylor County, GA",1326999999,13.0,516,606,772,964,1127,567.6,696.9,910.9599999999999,1156.8,1374.94
"Telfair County, GA",1327199999,13.0,516,606,772,940,1037,567.6,696.9,910.9599999999999,1128.0,1265.1399999999999
"Thomas County, GA",1327599999,13.0,765,769,943,1215,1373,841.5000000000001,884.3499999999999,1112.74,1458.0,1675.06
"Tift County, GA",1327799999,13.0,648,655,772,1016,1194,712.8000000000001,753.2499999999999,910.9599999999999,1219.2,1456.68
"Toombs County, GA",1327999999,13.0,583,586,772,1084,1266,641.3000000000001,673.9,910.9599999999999,1300.8,1544.52
"Towns County, GA",1328199999,13.0,673,687,801,1138,1364,740.3000000000001,790.05,945.18,1365.6,1664.08
"Treutlen County, GA",1328399999,13.0,583,586,772,1059,1065,641.3000000000001,673.9,910.9599999999999,1270.8,1299.3
"Troup County, GA",1328599999,13.0,703,708,932,1216,1323,773.3000000000001,814.1999999999999,1099.76,1459.2,1614.06
"Turner County, GA",1328799999,13.0,602,606,772,940,1037,662.2,696.9,910.9599999999999,1128.0,1265.1399999999999
"Union County, GA",1329199999,13.0,602,606,772,1097,1315,662.2,696.9,910.9599999999999,1316.3999999999999,1604.3
"Upson County, GA",1329399999,13.0,516,674,772,1054,1093,567.6,775.0999999999999,910.9599999999999,1264.8,1333.46
"Ware County, GA",1329999999,13.0,615,619,815,992,1239,676.5,711.8499999999999,961.6999999999999,1190.3999999999999,1511.58
"Warren County, GA",1330199999,13.0,583,586,772,1005,1315,641.3000000000001,673.9,910.9599999999999,1206.0,1604.3
"Washington County, GA",1330399999,13.0,648,684,772,1046,1204,712.8000000000001,786.5999999999999,910.9599999999999,1255.2,1468.8799999999999
"Wayne County, GA",1330599999,13.0,583,586,772,970,1241,641.3000000000001,673.9,910.9599999999999,1164.0,1514.02
"Webster County, GA",1330799999,13.0,602,606,772,988,1123,662.2,696.9,910.9599999999999,1185.6,1370.06
"Wheeler County, GA",1330999999,13.0,583,685,872,1061,1171,641.3000000000001,787.7499999999999,1028.96,1273.2,1428.62
"White County, GA",1331199999,13.0,737,777,878,1093,1222,810.7,893.55,1036.04,1311.6,1490.84
"Wilcox County, GA",1331599999,13.0,602,606,772,1097,1123,662.2,696.9,910.9599999999999,1316.3999999999999,1370.06
"Wilkes County, GA",1331799999,13.0,601,605,797,1045,1071,661.1,695.75,940.4599999999999,1254.0,1306.62
"Wilkinson County, GA",1331999999,13.0,648,684,772,943,1037,712.8000000000001,786.5999999999999,910.9599999999999,1131.6,1265.1399999999999
"Hawaii County, HI",1500199999,15.0,1281,1449,1901,2446,2582,1409.1000000000001,1666.35,2243.18,2935.2,3150.04
"Kalawao County, HI HUD Metro FMR Area",1500599999,15.0,1148,1304,1717,2224,2450,1262.8000000000002,1499.6,2026.06,2668.7999999999997,2989.0
"Kauai County, HI",1500799999,15.0,1436,1632,2148,2883,3509,1579.6000000000001,1876.8,2534.64,3459.6,4280.98
"Maui County, HI HUD Metro FMR Area",1500999999,15.0,1532,1606,1986,2731,2944,1685.2,1846.8999999999999,2343.48,3277.2,3591.68
"Adams County, ID",1600399999,16.0,655,679,860,1166,1458,720.5000000000001,780.8499999999999,1014.8,1399.2,1778.76
"Bear Lake County, ID",1600799999,16.0,629,633,826,1174,1407,691.9000000000001,727.9499999999999,974.68,1408.8,1716.54
"Benewah County, ID",1600999999,16.0,637,723,952,1276,1447,700.7,831.4499999999999,1123.36,1531.2,1765.34
"Bingham County, ID",1601199999,16.0,629,633,833,1184,1342,691.9000000000001,727.9499999999999,982.9399999999999,1420.8,1637.24
"Blaine County, ID",1601399999,16.0,807,917,1207,1615,1621,887.7,1054.55,1424.26,1938.0,1977.62
"Bonner County, ID",1601799999,16.0,761,766,955,1357,1627,837.1,880.9,1126.8999999999999,1628.3999999999999,1984.94
"Boundary County, ID",1602199999,16.0,638,643,846,1202,1312,701.8000000000001,739.4499999999999,998.28,1442.3999999999999,1600.6399999999999
"Butte County, ID HUD Metro FMR Area",1602399999,16.0,620,742,913,1294,1555,682.0,853.3,1077.34,1552.8,1897.1
"Camas County, ID",1602599999,16.0,683,688,898,1276,1523,751.3000000000001,791.1999999999999,1059.6399999999999,1531.2,1858.06
"Caribou County, ID",1602999999,16.0,632,636,837,1155,1322,695.2,731.4,987.66,1386.0,1612.84
"Cassia County, ID",1603199999,16.0,642,647,843,1198,1263,706.2,744.05,994.7399999999999,1437.6,1540.86
"Clark County, ID",1603399999,16.0,683,688,898,1276,1523,751.3000000000001,791.1999999999999,1059.6399999999999,1531.2,1858.06
"Clearwater County, ID",1603599999,16.0,675,680,895,1272,1524,742.5000000000001,781.9999999999999,1056.1,1526.3999999999999,1859.28
"Custer County, ID",1603799999,16.0,677,681,889,1263,1508,744.7,783.15,1049.02,1515.6,1839.76
"Elmore County, ID",1603999999,16.0,718,723,950,1350,1573,789.8000000000001,831.4499999999999,1121.0,1620.0,1919.06
"Fremont County, ID",1604399999,16.0,582,731,826,1174,1407,640.2,840.65,974.68,1408.8,1716.54
"Gem County, ID HUD Metro FMR Area",1604599999,16.0,770,822,1082,1447,1635,847.0000000000001,945.3,1276.76,1736.3999999999999,1994.7
"Gooding County, ID",1604799999,16.0,690,699,907,1193,1430,759.0000000000001,803.8499999999999,1070.26,1431.6,1744.6
"Idaho County, ID",1604999999,16.0,631,717,944,1227,1586,694.1,824.55,1113.9199999999998,1472.3999999999999,1934.9199999999998
"Jerome County, ID",1605399999,16.0,666,757,996,1391,1647,732.6,870.55,1175.28,1669.2,2009.34
"Latah County, ID",1605799999,16.0,619,680,863,1226,1470,680.9000000000001,781.9999999999999,1018.3399999999999,1471.2,1793.3999999999999
"Lemhi County, ID",1605999999,16.0,637,641,844,1142,1431,700.7,737.15,995.92,1370.3999999999999,1745.82
"Lewis County, ID",1606199999,16.0,629,639,826,1174,1401,691.9000000000001,734.8499999999999,974.68,1408.8,1709.22
"Lincoln County, ID",1606399999,16.0,629,663,826,1174,1388,691.9000000000001,762.4499999999999,974.68,1408.8,1693.36
"Madison County, ID",1606599999,16.0,805,806,930,1322,1584,885.5000000000001,926.9,1097.3999999999999,1586.3999999999999,1932.48
"Minidoka County, ID",1606799999,16.0,632,691,831,1181,1409,695.2,794.65,980.5799999999999,1417.2,1718.98
"Oneida County, ID",1607199999,16.0,720,725,946,1344,1604,792.0000000000001,833.7499999999999,1116.28,1612.8,1956.8799999999999
"Payette County, ID",1607599999,16.0,702,707,930,1284,1385,772.2,813.05,1097.3999999999999,1540.8,1689.7
"Power County, ID",1607799999,16.0,585,665,875,1244,1490,643.5,764.7499999999999,1032.5,1492.8,1817.8
"Shoshone County, ID",1607999999,16.0,572,663,855,1199,1456,629.2,762.4499999999999,1008.9,1438.8,1776.32
"Teton County, ID",1608199999,16.0,896,901,1081,1536,1841,985.6000000000001,1036.1499999999999,1275.58,1843.1999999999998,2246.02
"Twin Falls County, ID",1608399999,16.0,671,762,1003,1401,1659,738.1,876.3,1183.54,1681.2,2023.98
"Valley County, ID",1608599999,16.0,712,828,935,1225,1586,783.2,952.1999999999999,1103.3,1470.0,1934.9199999999998
"Washington County, ID",1608799999,16.0,709,714,940,1190,1360,779.9000000000001,821.0999999999999,1109.2,1428.0,1659.2
"Adams County, IL",1700199999,17.0,569,636,837,1063,1124,625.9000000000001,731.4,987.66,1275.6,1371.28
"Bond County, IL HUD Metro FMR Area",1700599999,17.0,518,670,774,1030,1169,569.8000000000001,770.4999999999999,913.3199999999999,1236.0,1426.18
"Brown County, IL",1700999999,17.0,531,588,774,942,1080,584.1,676.1999999999999,913.3199999999999,1130.3999999999999,1317.6
"Bureau County, IL",1701199999,17.0,544,618,814,994,1128,598.4000000000001,710.6999999999999,960.52,1192.8,1376.16
"Carroll County, IL",1701599999,17.0,531,611,774,942,1187,584.1,702.65,913.3199999999999,1130.3999999999999,1448.1399999999999
"Cass County, IL",1701799999,17.0,531,588,774,1010,1143,584.1,676.1999999999999,913.3199999999999,1212.0,1394.46
"Christian County, IL",1702199999,17.0,584,622,819,1002,1100,642.4000000000001,715.3,966.42,1202.3999999999999,1342.0
"Clark County, IL",1702399999,17.0,558,637,813,1050,1135,613.8000000000001,732.55,959.3399999999999,1260.0,1384.7
"Clay County, IL",1702599999,17.0,531,600,774,942,1042,584.1,690.0,913.3199999999999,1130.3999999999999,1271.24
"Coles County, IL",1702999999,17.0,540,614,808,1098,1106,594.0,706.0999999999999,953.4399999999999,1317.6,1349.32
"Crawford County, IL",1703399999,17.0,531,620,774,989,1318,584.1,713.0,913.3199999999999,1186.8,1607.96
"Cumberland County, IL",1703599999,17.0,531,588,774,942,1040,584.1,676.1999999999999,913.3199999999999,1130.3999999999999,1268.8
"DeKalb County, IL HUD Metro FMR Area",1703799999,17.0,734,846,1098,1560,1870,807.4000000000001,972.9,1295.6399999999999,1872.0,2281.4
"De Witt County, IL HUD Metro FMR Area",1703999999,17.0,531,589,774,1100,1318,584.1,677.3499999999999,913.3199999999999,1320.0,1607.96
"Douglas County, IL",1704199999,17.0,652,656,820,1072,1144,717.2,754.4,967.5999999999999,1286.3999999999999,1395.68
"Edgar County, IL",1704599999,17.0,531,685,774,964,1142,584.1,787.7499999999999,913.3199999999999,1156.8,1393.24
"Edwards County, IL",1704799999,17.0,531,651,774,1017,1318,584.1,748.65,913.3199999999999,1220.3999999999999,1607.96
"Effingham County, IL",1704999999,17.0,599,603,774,1100,1152,658.9000000000001,693.4499999999999,913.3199999999999,1320.0,1405.44
"Fayette County, IL",1705199999,17.0,567,670,774,951,1040,623.7,770.4999999999999,913.3199999999999,1141.2,1268.8
"Franklin County, IL",1705599999,17.0,518,588,774,972,1040,569.8000000000001,676.1999999999999,913.3199999999999,1166.3999999999999,1268.8
"Fulton County, IL",1705799999,17.0,622,626,824,1014,1354,684.2,719.9,972.3199999999999,1216.8,1651.8799999999999
"Gallatin County, IL",1705999999,17.0,531,661,774,1044,1080,584.1,760.15,913.3199999999999,1252.8,1317.6
"Greene County, IL",1706199999,17.0,541,599,789,960,1086,595.1,688.8499999999999,931.02,1152.0,1324.92
"Grundy County, IL HUD Metro FMR Area",1706399999,17.0,848,947,1247,1596,1675,932.8000000000001,1089.05,1471.4599999999998,1915.1999999999998,2043.5
"Hamilton County, IL",1706599999,17.0,531,653,774,985,1080,584.1,750.9499999999999,913.3199999999999,1182.0,1317.6
"Hancock County, IL",1706799999,17.0,531,644,774,1032,1189,584.1,740.5999999999999,913.3199999999999,1238.3999999999999,1450.58
"Hardin County, IL",1706999999,17.0,531,588,774,942,1080,584.1,676.1999999999999,913.3199999999999,1130.3999999999999,1317.6
"Henderson County, IL",1707199999,17.0,579,668,774,1076,1080,636.9000000000001,768.1999999999999,913.3199999999999,1291.2,1317.6
"Iroquois County, IL",1707599999,17.0,584,588,774,998,1042,642.4000000000001,676.1999999999999,913.3199999999999,1197.6,1271.24
"Jackson County, IL HUD Metro FMR Area",1707799999,17.0,574,652,858,1114,1265,631.4000000000001,749.8,1012.4399999999999,1336.8,1543.3
"Jasper County, IL",1707999999,17.0,531,642,774,1042,1080,584.1,738.3,913.3199999999999,1250.3999999999999,1317.6
"Jefferson County, IL",1708199999,17.0,642,647,851,1064,1143,706.2,744.05,1004.18,1276.8,1394.46
"Jo Daviess County, IL",1708599999,17.0,578,644,774,979,1040,635.8000000000001,740.5999999999999,913.3199999999999,1174.8,1268.8
"Johnson County, IL",1708799999,17.0,592,669,875,1065,1196,651.2,769.3499999999999,1032.5,1278.0,1459.12
"Kendall County, IL HUD Metro FMR Area",1709399999,17.0,1085,1092,1438,2044,2075,1193.5,1255.8,1696.84,2452.7999999999997,2531.5
"Knox County, IL",1709599999,17.0,547,588,774,1012,1040,601.7,676.1999999999999,913.3199999999999,1214.3999999999999,1268.8
"La Salle County, IL",1709999999,17.0,669,673,886,1200,1274,735.9000000000001,773.9499999999999,1045.48,1440.0,1554.28
"Lawrence County, IL",1710199999,17.0,531,588,774,1009,1101,584.1,676.1999999999999,913.3199999999999,1210.8,1343.22
"Lee County, IL",1710399999,17.0,531,650,774,1100,1145,584.1,747.4999999999999,913.3199999999999,1320.0,1396.8999999999999
"Livingston County, IL",1710599999,17.0,630,644,834,1098,1139,693.0,740.5999999999999,984.12,1317.6,1389.58
"Logan County, IL",1710799999,17.0,653,657,837,1111,1142,718.3000000000001,755.55,987.66,1333.2,1393.24
"McDonough County, IL",1710999999,17.0,545,650,794,1078,1232,599.5,747.4999999999999,936.92,1293.6,1503.04
"Macoupin County, IL HUD Metro FMR Area",1711799999,17.0,584,588,774,1029,1147,642.4000000000001,676.1999999999999,913.3199999999999,1234.8,1399.34
"Marion County, IL",1712199999,17.0,519,627,774,1013,1041,570.9000000000001,721.05,913.3199999999999,1215.6,1270.02
"Mason County, IL",1712599999,17.0,531,629,774,980,1057,584.1,723.3499999999999,913.3199999999999,1176.0,1289.54
"Massac County, IL",1712799999,17.0,539,662,806,1093,1125,592.9000000000001,761.3,951.0799999999999,1311.6,1372.5
"Montgomery County, IL",1713599999,17.0,582,594,774,1027,1048,640.2,683.0999999999999,913.3199999999999,1232.3999999999999,1278.56
"Morgan County, IL",1713799999,17.0,548,607,799,1005,1231,602.8000000000001,698.05,942.8199999999999,1206.0,1501.82
"Moultrie County, IL",1713999999,17.0,531,589,774,1100,1227,584.1,677.3499999999999,913.3199999999999,1320.0,1496.94
"Ogle County, IL",1714199999,17.0,611,657,865,1101,1162,672.1,755.55,1020.6999999999999,1321.2,1417.6399999999999
"Perry County, IL",1714599999,17.0,531,590,774,1100,1195,584.1,678.5,913.3199999999999,1320.0,1457.8999999999999
"Pike County, IL",1714999999,17.0,584,588,774,942,1105,642.4000000000001,676.1999999999999,913.3199999999999,1130.3999999999999,1348.1
"Pope County, IL",1715199999,17.0,531,685,774,998,1080,584.1,787.7499999999999,913.3199999999999,1197.6,1317.6
"Pulaski County, IL",1715399999,17.0,618,621,774,1089,1318,679.8000000000001,714.15,913.3199999999999,1306.8,1607.96
"Putnam County, IL",1715599999,17.0,533,645,797,1044,1112,586.3000000000001,741.7499999999999,940.4599999999999,1252.8,1356.6399999999999
"Randolph County, IL",1715799999,17.0,518,588,774,1018,1258,569.8000000000001,676.1999999999999,913.3199999999999,1221.6,1534.76
"Richland County, IL",1715999999,17.0,557,685,774,1063,1204,612.7,787.7499999999999,913.3199999999999,1275.6,1468.8799999999999
"Saline County, IL",1716599999,17.0,531,588,774,1044,1048,584.1,676.1999999999999,913.3199999999999,1252.8,1278.56
"Schuyler County, IL",1716999999,17.0,531,671,774,943,1315,584.1,771.65,913.3199999999999,1131.6,1604.3
"Scott County, IL",1717199999,17.0,531,614,774,948,1115,584.1,706.0999999999999,913.3199999999999,1137.6,1360.3
"Shelby County, IL",1717399999,17.0,531,588,774,979,1154,584.1,676.1999999999999,913.3199999999999,1174.8,1407.8799999999999
"Stephenson County, IL",1717799999,17.0,522,588,774,985,1165,574.2,676.1999999999999,913.3199999999999,1182.0,1421.3
"Union County, IL",1718199999,17.0,578,593,774,1029,1200,635.8000000000001,681.9499999999999,913.3199999999999,1234.8,1464.0
"Wabash County, IL",1718599999,17.0,547,621,818,1084,1142,601.7,714.15,965.2399999999999,1300.8,1393.24
"Warren County, IL",1718799999,17.0,518,623,774,1100,1150,569.8000000000001,716.4499999999999,913.3199999999999,1320.0,1403.0
"Washington County, IL",1718999999,17.0,578,681,843,1026,1177,635.8000000000001,783.15,994.7399999999999,1231.2,1435.94
"Wayne County, IL",1719199999,17.0,531,588,774,956,1080,584.1,676.1999999999999,913.3199999999999,1147.2,1317.6
"White County, IL",1719399999,17.0,518,646,774,1036,1040,569.8000000000001,742.9,913.3199999999999,1243.2,1268.8
"Whiteside County, IL",1719599999,17.0,557,628,826,1005,1110,612.7,722.1999999999999,974.68,1206.0,1354.2
"Williamson County, IL HUD Metro FMR Area",1719999999,17.0,672,676,890,1182,1479,739.2,777.4,1050.2,1418.3999999999999,1804.3799999999999
"Adams County, IN",1800199999,18.0,576,628,826,1085,1144,633.6,722.1999999999999,974.68,1302.0,1395.68
"Blackford County, IN",1800999999,18.0,576,727,826,1056,1351,633.6,836.05,974.68,1267.2,1648.22
"Carroll County, IN HUD Metro FMR Area",1801599999,18.0,651,655,862,1063,1158,716.1,753.2499999999999,1017.16,1275.6,1412.76
"Cass County, IN",1801799999,18.0,677,681,826,1102,1110,744.7,783.15,974.68,1322.3999999999999,1354.2
"Clinton County, IN",1802399999,18.0,600,682,898,1105,1206,660.0,784.3,1059.6399999999999,1326.0,1471.32
"Crawford County, IN",1802599999,18.0,576,651,826,1083,1110,633.6,748.65,974.68,1299.6,1354.2
