"State","County","Median Housing Value, 2023 ($)","Median Property Taxes Paid, 2023 ($)(5-Year Estimate)","Effective Property Tax Rate (2023)"
"Texas","Lynn County","130800","2,268","1.7339%"
"Texas","McCulloch County","104400","1,435","1.3745%"
"Texas","McLennan County","219200","3,347","1.5269%"
"Texas","McMullen County","108800","2,167","1.9917%"
"Texas","Madison County","149100","1,722","1.1549%"
"Texas","Marion County","110500","870","0.7873%"
"Texas","Martin County","162200","1,434","0.8841%"
"Texas","Mason County","274600","2,239","0.8154%"
"Texas","Matagorda County","162200","2,035","1.2546%"
"Texas","Maverick County","151500","2,112","1.3941%"
"Texas","Medina County","220000","2,881","1.3095%"
"Texas","Menard County","105300","1,747","1.6591%"
"Texas","Midland County","293000","3,697","1.2618%"
"Texas","Milam County","168900","1,789","1.0592%"
"Texas","Mills County","200200","1,762","0.8801%"
"Texas","Mitchell County","85700","1,680","1.9603%"
"Texas","Montague County","189400","1,802","0.9514%"
"Texas","Montgomery County","317500","5,237","1.6494%"
"Texas","Moore County","135400","2,066","1.5258%"
"Texas","Morris County","110200","1,298","1.1779%"
"Texas","Motley County","81100","890","1.0974%"
"Texas","Nacogdoches County","158200","1,464","0.9254%"
"Texas","Navarro County","159900","2,119","1.3252%"
"Texas","Newton County","83100","856","1.0301%"
"Texas","Nolan County","98300","1,485","1.5107%"
"Texas","Nueces County","194700","3,268","1.6785%"
"Texas","Ochiltree County","137200","1,924","1.4023%"
"Texas","Oldham County","144800","1,878","1.2970%"
"Texas","Orange County","163400","2,036","1.2460%"
"Texas","Palo Pinto County","167300","2,147","1.2833%"
"Texas","Panola County","146000","1,313","0.8993%"
"Texas","Parker County","343600","4,978","1.4488%"
"Texas","Parmer County","127300","1,994","1.5664%"
"Texas","Pecos County","142900","1,477","1.0336%"
"Texas","Polk County","154000","1,597","1.0370%"
"Texas","Potter County","134900","2,028","1.5033%"
"Texas","Presidio County","123100","1,949","1.5833%"
"Texas","Rains County","214900","2,350","1.0935%"
"Texas","Randall County","227500","3,587","1.5767%"
"Texas","Reagan County","163700","1,825","1.1148%"
"Texas","Real County","","1,213",""
"Texas","Red River County","133800","1,317","0.9843%"
"Texas","Reeves County","113700","1,343","1.1812%"
"Texas","Refugio County","94400","1,325","1.4036%"
"Texas","Roberts County","176800","1,776","1.0045%"
"Texas","Robertson County","172700","1,583","0.9166%"
"Texas","Rockwall County","386000","6,341","1.6427%"
"Texas","Runnels County","103700","1,518","1.4638%"
"Texas","Rusk County","166900","1,670","1.0006%"
"Texas","Sabine County","131900","1,315","0.9970%"
"Texas","San Augustine County","83500","681","0.8156%"
"Texas","San Jacinto County","183100","2,086","1.1393%"
"Texas","San Patricio County","180400","2,754","1.5266%"
"Texas","San Saba County","161800","1,628","1.0062%"
"Texas","Schleicher County","113400","1,621","1.4295%"
"Texas","Scurry County","110800","1,761","1.5894%"
"Texas","Shackelford County","176900","2,276","1.2866%"
"Texas","Shelby County","111700","1,143","1.0233%"
"Texas","Sherman County","125500","2,450","1.9522%"
"Texas","Smith County","220800","2,749","1.2450%"
"Texas","Somervell County","253600","2,452","0.9669%"
"Texas","Starr County","93300","1,047","1.1222%"
"Texas","Stephens County","105700","1,779","1.6831%"
"Texas","Sterling County","143200","1,535","1.0719%"
"Texas","Stonewall County","54700","744","1.3601%"
"Texas","Sutton County","140600","1,938","1.3784%"
"Texas","Swisher County","89200","1,555","1.7433%"
"Texas","Tarrant County","294100","5,211","1.7718%"
"Texas","Taylor County","190300","2,670","1.4030%"
"Texas","Terrell County","152200","1,222","0.8029%"
"Texas","Terry County","111200","1,645","1.4793%"
"Texas","Throckmorton County","84200","969","1.1508%"
"Texas","Titus County","157900","1,897","1.2014%"
"Texas","Tom Green County","186700","2,523","1.3514%"
"Texas","Travis County","487600","7,487","1.5355%"
"Texas","Trinity County","110100","1,219","1.1072%"
"Texas","Tyler County","138400","1,428","1.0318%"
"Texas","Upshur County","171200","2,099","1.2261%"
"Texas","Upton County","106300","1,197","1.1261%"
"Texas","Uvalde County","144400","2,260","1.5651%"
"Texas","Val Verde County","151500","2,233","1.4739%"
"Texas","Van Zandt County","199500","2,204","1.1048%"
"Texas","Victoria County","197600","2,941","1.4884%"
"Texas","Walker County","207900","2,312","1.1121%"
"Texas","Waller County","292000","3,971","1.3599%"
"Texas","Ward County","138800","833","0.6001%"
"Texas","Washington County","270100","3,105","1.1496%"
"Texas","Webb County","178900","3,312","1.8513%"
"Texas","Wharton County","182700","2,749","1.5047%"
"Texas","Wheeler County","97600","1,411","1.4457%"
"Texas","Wichita County","141600","2,501","1.7662%"
"Texas","Wilbarger County","98800","1,456","1.4737%"
"Texas","Willacy County","60800","1,164","1.9145%"
"Texas","Williamson County","414600","7,079","1.7074%"
"Texas","Wilson County","286300","3,726","1.3014%"
"Texas","Winkler County","121200","1,154","0.9521%"
"Texas","Wise County","277200","3,293","1.1880%"
"Texas","Wood County","195100","1,818","0.9318%"
"Texas","Yoakum County","183000","1,795","0.9809%"
"Texas","Young County","165300","2,006","1.2136%"
"Texas","Zapata County","88800","912","1.0270%"
"Texas","Zavala County","88100","1,254","1.4234%"
"Utah","Beaver County","287600","1,121","0.3898%"
"Utah","Box Elder County","357400","1,828","0.5115%"
"Utah","Cache County","392800","1,929","0.4911%"
"Utah","Carbon County","200700","1,288","0.6418%"
"Utah","Daggett County","242100","1,164","0.4808%"
"Utah","Davis County","470500","2,546","0.5411%"
"Utah","Duchesne County","253600","1,611","0.6353%"
"Utah","Emery County","197100","1,151","0.5840%"
"Utah","Garfield County","285800","1,087","0.3803%"
"Utah","Grand County","480900","2,012","0.4184%"
"Utah","Iron County","342900","1,444","0.4211%"
"Utah","Juab County","369800","1,708","0.4619%"
"Utah","Kane County","350900","1,470","0.4189%"
"Utah","Millard County","246400","1,319","0.5353%"
"Utah","Morgan County","600900","3,264","0.5432%"
"Utah","Piute County","235400","1,014","0.4308%"
"Utah","Rich County","291200","846","0.2905%"
"Utah","Salt Lake County","484500","2,726","0.5626%"
"Utah","San Juan County","189900","1,603","0.8441%"
"Utah","Sanpete County","300400","1,536","0.5113%"
"Utah","Sevier County","274100","1,513","0.5520%"
"Utah","Summit County","1000400","3,469","0.3468%"
"Utah","Tooele County","391300","2,303","0.5886%"
"Utah","Uintah County","270200","1,447","0.5355%"
"Utah","Utah County","489200","2,234","0.4567%"
"Utah","Wasatch County","724400","3,230","0.4459%"
"Utah","Washington County","465600","2,076","0.4459%"
"Utah","Wayne County","364800","1,274","0.3492%"
"Utah","Weber County","389200","2,415","0.6205%"
"Vermont","Addison County","333700","5,649","1.6928%"
"Vermont","Bennington County","257400","4,396","1.7078%"
"Vermont","Caledonia County","215900","3,951","1.8300%"
"Vermont","Chittenden County","404500","6,527","1.6136%"
"Vermont","Essex County","167500","2,828","1.6884%"
"Vermont","Franklin County","285500","4,244","1.4865%"
"Vermont","Grand Isle County","363500","4,927","1.3554%"
"Vermont","Lamoille County","285200","4,771","1.6729%"
"Vermont","Orange County","251000","4,399","1.7526%"
"Vermont","Orleans County","213300","3,579","1.6779%"
"Vermont","Rutland County","218400","4,057","1.8576%"
"Vermont","Washington County","293900","5,491","1.8683%"
"Vermont","Windham County","265100","4,968","1.8740%"
"Vermont","Windsor County","267400","5,282","1.9753%"
"Virginia","Accomack County","193100","962","0.4982%"
"Virginia","Albemarle County","471000","3,482","0.7393%"
"Virginia","Alleghany County","122300","1,011","0.8267%"
"Virginia","Amelia County","239700","1,034","0.4314%"
"Virginia","Amherst County","197200","997","0.5056%"
"Virginia","Appomattox County","189200","1,006","0.5317%"
"Virginia","Arlington County","864800","7,774","0.8989%"
"Virginia","Augusta County","281400","1,379","0.4900%"
"Virginia","Bath County","206000","834","0.4049%"
"Virginia","Bedford County","276600","1,265","0.4573%"
"Virginia","Bland County","157100","868","0.5525%"
"Virginia","Botetourt County","268900","1,761","0.6549%"
"Virginia","Brunswick County","132700","718","0.5411%"
"Virginia","Buchanan County","91400","404","0.4420%"
"Virginia","Buckingham County","167800","874","0.5209%"
"Virginia","Campbell County","199200","913","0.4583%"
"Virginia","Caroline County","283100","1,585","0.5599%"
"Virginia","Carroll County","144200","861","0.5971%"
"Virginia","Charles City County","224100","1,354","0.6042%"
"Virginia","Charlotte County","144000","739","0.5132%"
"Virginia","Chesterfield County","336700","2,636","0.7829%"
"Virginia","Clarke County","538900","2,757","0.5116%"
"Virginia","Craig County","210500","958","0.4551%"
"Virginia","Culpeper County","386400","2,119","0.5484%"
"Virginia","Cumberland County","220100","1,398","0.6352%"
"Virginia","Dickenson County","101100","503","0.4975%"
"Virginia","Dinwiddie County","246100","1,478","0.6006%"
"Virginia","Essex County","228600","1,312","0.5739%"
"Virginia","Fairfax County","699700","7,072","1.0107%"
"Virginia","Fauquier County","543700","4,185","0.7697%"
"Virginia","Floyd County","215500","1,122","0.5206%"
"Virginia","Fluvanna County","281700","1,835","0.6514%"
"Virginia","Franklin County","222800","1,188","0.5332%"
"Virginia","Frederick County","355000","1,807","0.5090%"
"Virginia","Giles County","143500","907","0.6321%"
"Virginia","Gloucester County","289200","1,718","0.5941%"
"Virginia","Goochland County","483700","2,418","0.4999%"
"Virginia","Grayson County","132300","820","0.6198%"
"Virginia","Greene County","315300","2,009","0.6372%"
"Virginia","Greensville County","159200","936","0.5879%"
"Virginia","Halifax County","148900","729","0.4896%"
"Virginia","Hanover County","372700","2,506","0.6724%"
"Virginia","Henrico County","333600","2,416","0.7242%"
"Virginia","Henry County","120300","604","0.5021%"
"Virginia","Highland County","195700","1,104","0.5641%"
"Virginia","Isle of Wight County","333600","2,399","0.7191%"
"Virginia","James City County","419200","2,786","0.6646%"
"Virginia","King and Queen County","240900","1,261","0.5235%"
"Virginia","King George County","395900","2,221","0.5610%"
"Virginia","King William County","276500","1,733","0.6268%"
"Virginia","Lancaster County","307600","1,508","0.4902%"
"Virginia","Lee County","98700","586","0.5937%"
"Virginia","Loudoun County","701000","6,186","0.8825%"
"Virginia","Louisa County","275600","1,781","0.6462%"
"Virginia","Lunenburg County","145500","635","0.4364%"
"Virginia","Madison County","331400","1,967","0.5935%"
"Virginia","Mathews County","348800","1,475","0.4229%"
"Virginia","Mecklenburg County","169400","826","0.4876%"
"Virginia","Middlesex County","299800","1,692","0.5644%"
"Virginia","Montgomery County","283600","2,174","0.7666%"
"Virginia","Nelson County","283000","1,517","0.5360%"
"Virginia","New Kent County","371500","2,523","0.6791%"
"Virginia","Northampton County","279100","1,689","0.6052%"
"Virginia","Northumberland County","333100","1,602","0.4809%"
"Virginia","Nottoway County","179800","756","0.4205%"
"Virginia","Orange County","337300","2,048","0.6072%"
"Virginia","Page County","221800","1,489","0.6713%"
"Virginia","Patrick County","146500","851","0.5809%"
"Virginia","Pittsylvania County","153000","907","0.5928%"
"Virginia","Powhatan County","381300","2,418","0.6341%"
"Virginia","Prince Edward County","203700","820","0.4026%"
"Virginia","Prince George County","268300","2,098","0.7820%"
"Virginia","Prince William County","500600","4,910","0.9808%"
"Virginia","Pulaski County","182500","1,176","0.6444%"
"Virginia","Rappahannock County","490200","2,787","0.5685%"
"Virginia","Richmond County","214200","1,188","0.5546%"
"Virginia","Roanoke County","267300","2,340","0.8754%"
"Virginia","Rockbridge County","238700","1,432","0.5999%"
"Virginia","Rockingham County","287900","1,532","0.5321%"
"Virginia","Russell County","119600","644","0.5385%"
"Virginia","Scott County","122300","826","0.6754%"
"Virginia","Shenandoah County","265800","1,451","0.5459%"
"Virginia","Smyth County","125800","766","0.6089%"
"Virginia","Southampton County","208800","1,380","0.6609%"
"Virginia","Spotsylvania County","375000","2,263","0.6035%"
"Virginia","Stafford County","458800","3,301","0.7195%"
"Virginia","Surry County","235200","1,474","0.6267%"
"Virginia","Sussex County","178500","966","0.5412%"
"Virginia","Tazewell County","116100","718","0.6184%"
"Virginia","Warren County","315800","1,850","0.5858%"
"Virginia","Washington County","201800","1,038","0.5144%"
"Virginia","Westmoreland County","244000","1,506","0.6172%"
"Virginia","Wise County","116500","658","0.5648%"
"Virginia","Wythe County","172100","851","0.4945%"
"Virginia","York County","411200","2,676","0.6508%"
"Virginia","Alexandria city","696800","6,879","0.9872%"
"Virginia","Bristol city","168700","1,294","0.7670%"
"Virginia","Buena Vista city","153500","1,444","0.9407%"
"Virginia","Charlottesville city","448400","3,649","0.8138%"
"Virginia","Chesapeake city","359100","2,937","0.8179%"
"Virginia","Colonial Heights city","231700","2,127","0.9180%"
"Virginia","Covington city","80200","629","0.7843%"
"Virginia","Danville city","110200","743","0.6742%"
"Virginia","Emporia city","131100","990","0.7551%"
"Virginia","Fairfax city","677400","6,392","0.9436%"
"Virginia","Falls Church city","1005400","10,001","0.9947%"
"Virginia","Franklin city","227200","1,677","0.7381%"
"Virginia","Fredericksburg city","461500","2,853","0.6182%"
"Virginia","Galax city","126800","962","0.7587%"
"Virginia","Hampton city","234100","2,259","0.9650%"
"Virginia","Harrisonburg city","278200","2,172","0.7807%"
"Virginia","Hopewell city","165100","1,600","0.9691%"
"Virginia","Lexington city","275300","2,378","0.8638%"
"Virginia","Lynchburg city","211800","1,778","0.8395%"
"Virginia","Manassas city","434700","4,766","1.0964%"
"Virginia","Manassas Park city","381200","4,329","1.1356%"
"Virginia","Martinsville city","92500","746","0.8065%"
"Virginia","Newport News city","243300","2,507","1.0304%"
"Virginia","Norfolk city","271900","2,738","1.0070%"
"Virginia","Norton city","100700","787","0.7815%"
"Virginia","Petersburg city","157900","1,449","0.9177%"
"Virginia","Poquoson city","403000","3,640","0.9032%"
"Virginia","Portsmouth city","229400","2,452","1.0689%"
"Virginia","Radford city","211700","1,488","0.7029%"
"Virginia","Richmond city","328100","2,834","0.8638%"
"Virginia","Roanoke city","180500","1,828","1.0127%"
"Virginia","Salem city","244800","2,232","0.9118%"
"Virginia","Staunton city","239300","1,696","0.7087%"
"Virginia","Suffolk city","329600","3,073","0.9323%"
"Virginia","Virginia Beach city","366300","2,929","0.7996%"
"Virginia","Waynesboro city","236600","1,578","0.6669%"
"Virginia","Williamsburg city","393200","2,265","0.5760%"
"Virginia","Winchester city","325900","2,505","0.7686%"
"Washington","Adams County","251300","2,104","0.8372%"
"Washington","Asotin County","286200","2,289","0.7998%"
"Washington","Benton County","369400","2,910","0.7878%"
"Washington","Chelan County","454900","3,235","0.7111%"
"Washington","Clallam County","385600","2,860","0.7417%"
"Washington","Clark County","487900","4,080","0.8362%"
"Washington","Columbia County","256100","2,215","0.8649%"
"Washington","Cowlitz County","367400","2,988","0.8133%"
"Washington","Douglas County","402900","3,168","0.7863%"
"Washington","Ferry County","274500","1,792","0.6528%"
"Washington","Franklin County","345700","2,638","0.7631%"
"Washington","Garfield County","214200","1,306","0.6097%"
"Washington","Grant County","275700","2,268","0.8226%"
"Washington","Grays Harbor County","279500","2,441","0.8733%"
"Washington","Island County","535300","3,765","0.7033%"
"Washington","Jefferson County","495100","3,596","0.7263%"
"Washington","King County","811200","6,785","0.8364%"
"Washington","Kitsap County","505700","4,030","0.7969%"
"Washington","Kittitas County","459900","3,255","0.7078%"
"Washington","Klickitat County","388700","2,401","0.6177%"
"Washington","Lewis County","341500","2,433","0.7124%"
"Washington","Lincoln County","272300","1,621","0.5953%"
"Washington","Mason County","377400","2,833","0.7507%"
"Washington","Okanogan County","284200","2,194","0.7720%"
"Washington","Pacific County","274000","2,250","0.8212%"
"Washington","Pend Oreille County","307800","2,048","0.6654%"
"Washington","Pierce County","484400","4,555","0.9403%"
"Washington","San Juan County","726500","4,131","0.5686%"
"Washington","Skagit County","486200","4,008","0.8244%"
"Washington","Skamania County","472600","3,380","0.7152%"
"Washington","Snohomish County","644600","5,121","0.7944%"
"Washington","Spokane County","370500","3,196","0.8626%"
"Washington","Stevens County","308000","2,016","0.6545%"
"Washington","Thurston County","451500","4,043","0.8955%"
"Washington","Wahkiakum County","344500","2,084","0.6049%"
"Washington","Walla Walla County","375600","3,386","0.9015%"
"Washington","Whatcom County","536100","3,819","0.7124%"
"Washington","Whitman County","323300","2,566","0.7937%"
"Washington","Yakima County","281100","2,299","0.8179%"
"West Virginia","Barbour County","126000","538","0.4270%"
"West Virginia","Berkeley County","248000","1,353","0.5456%"
"West Virginia","Boone County","90300","587","0.6501%"
"West Virginia","Braxton County","106400","479","0.4502%"
"West Virginia","Brooke County","127700","690","0.5403%"
"West Virginia","Cabell County","156100","989","0.6336%"
"West Virginia","Calhoun County","111200","441","0.3966%"
"West Virginia","Clay County","107100","369","0.3445%"
"West Virginia","Doddridge County","160000","752","0.4700%"
"West Virginia","Fayette County","104200","690","0.6622%"
"West Virginia","Gilmer County","83300","422","0.5066%"
"West Virginia","Grant County","167500","555","0.3313%"
"West Virginia","Greenbrier County","136300","640","0.4696%"
"West Virginia","Hampshire County","204600","745","0.3641%"
"West Virginia","Hancock County","119600","752","0.6288%"
"West Virginia","Hardy County","159700","586","0.3669%"
"West Virginia","Harrison County","158500","872","0.5502%"
"West Virginia","Jackson County","154600","871","0.5634%"
"West Virginia","Jefferson County","324500","1,796","0.5535%"
"West Virginia","Kanawha County","135000","922","0.6830%"
"West Virginia","Lewis County","135800","639","0.4705%"
"West Virginia","Lincoln County","103400","494","0.4778%"
"West Virginia","Logan County","101500","591","0.5823%"
"West Virginia","McDowell County","49200","278","0.5650%"
"West Virginia","Marion County","164300","989","0.6019%"
"West Virginia","Marshall County","139800","637","0.4557%"
"West Virginia","Mason County","127400","682","0.5353%"
"West Virginia","Mercer County","118600","589","0.4966%"
"West Virginia","Mineral County","180400","838","0.4645%"
"West Virginia","Mingo County","85600","374","0.4369%"
"West Virginia","Monongalia County","254200","1,232","0.4847%"
"West Virginia","Monroe County","146100","698","0.4778%"
"West Virginia","Morgan County","223100","1,145","0.5132%"
"West Virginia","Nicholas County","114200","550","0.4816%"
"West Virginia","Ohio County","165300","970","0.5868%"
"West Virginia","Pendleton County","178600","603","0.3376%"
"West Virginia","Pleasants County","129300","752","0.5816%"
"West Virginia","Pocahontas County","139400","439","0.3149%"
"West Virginia","Preston County","157700","747","0.4737%"
"West Virginia","Putnam County","214200","1,235","0.5766%"
"West Virginia","Raleigh County","142600","733","0.5140%"
"West Virginia","Randolph County","137800","539","0.3911%"
"West Virginia","Ritchie County","107800","700","0.6494%"
"West Virginia","Roane County","121100","538","0.4443%"
"West Virginia","Summers County","126100","384","0.3045%"
"West Virginia","Taylor County","144000","759","0.5271%"
"West Virginia","Tucker County","144700","511","0.3531%"
"West Virginia","Tyler County","112100","631","0.5629%"
"West Virginia","Upshur County","160700","700","0.4356%"
"West Virginia","Wayne County","124900","589","0.4716%"
"West Virginia","Webster County","78000","303","0.3885%"
"West Virginia","Wetzel County","102800","664","0.6459%"
"West Virginia","Wirt County","112800","602","0.5337%"
"West Virginia","Wood County","153700","943","0.6135%"
"West Virginia","Wyoming County","78400","344","0.4388%"
"Wisconsin","Adams County","184500","2,397","1.2992%"
"Wisconsin","Ashland County","160500","2,354","1.4667%"
"Wisconsin","Barron County","198300","2,823","1.4236%"
"Wisconsin","Bayfield County","228100","2,432","1.0662%"
"Wisconsin","Brown County","245900","3,593","1.4612%"
"Wisconsin","Buffalo County","197600","2,811","1.4226%"
"Wisconsin","Burnett County","215500","2,052","0.9522%"
"Wisconsin","Calumet County","252100","3,830","1.5192%"
"Wisconsin","Chippewa County","237700","2,754","1.1586%"
"Wisconsin","Clark County","163800","2,467","1.5061%"
"Wisconsin","Columbia County","258700","3,826","1.4789%"
"Wisconsin","Crawford County","175100","2,868","1.6379%"
"Wisconsin","Dane County","366100","6,276","1.7143%"
"Wisconsin","Dodge County","218400","3,395","1.5545%"
"Wisconsin","Door County","305800","3,350","1.0955%"
"Wisconsin","Douglas County","190400","2,564","1.3466%"
"Wisconsin","Dunn County","226200","3,325","1.4699%"
"Wisconsin","Eau Claire County","242400","3,461","1.4278%"
"Wisconsin","Florence County","170000","2,224","1.3082%"
"Wisconsin","Fond du Lac County","209800","3,311","1.5782%"
"Wisconsin","Forest County","170000","1,988","1.1694%"
"Wisconsin","Grant County","186300","2,683","1.4402%"
"Wisconsin","Green County","236900","3,882","1.6387%"
"Wisconsin","Green Lake County","206300","2,709","1.3131%"
"Wisconsin","Iowa County","248100","3,864","1.5574%"
"Wisconsin","Iron County","155200","1,777","1.1450%"
"Wisconsin","Jackson County","186900","2,672","1.4296%"
"Wisconsin","Jefferson County","253800","3,988","1.5713%"
"Wisconsin","Juneau County","165200","2,517","1.5236%"
"Wisconsin","Kenosha County","247800","4,180","1.6868%"
"Wisconsin","Kewaunee County","208900","3,083","1.4758%"
"Wisconsin","La Crosse County","243200","3,963","1.6295%"
"Wisconsin","Lafayette County","182100","2,980","1.6365%"
"Wisconsin","Langlade County","145800","1,946","1.3347%"
"Wisconsin","Lincoln County","177700","2,530","1.4237%"
"Wisconsin","Manitowoc County","172900","2,660","1.5385%"
"Wisconsin","Marathon County","205500","3,108","1.5124%"
"Wisconsin","Marinette County","154600","1,950","1.2613%"
"Wisconsin","Marquette County","201100","2,709","1.3471%"
"Wisconsin","Menominee County","97000","3,527","3.6361%"
"Wisconsin","Milwaukee County","216500","4,406","2.0351%"
"Wisconsin","Monroe County","197200","2,801","1.4204%"
"Wisconsin","Oconto County","212000","2,651","1.2505%"
"Wisconsin","Oneida County","227500","2,146","0.9433%"
"Wisconsin","Outagamie County","244100","3,580","1.4666%"
"Wisconsin","Ozaukee County","368900","4,629","1.2548%"
"Wisconsin","Pepin County","196100","2,875","1.4661%"
"Wisconsin","Pierce County","308600","4,552","1.4750%"
"Wisconsin","Polk County","241200","2,947","1.2218%"
"Wisconsin","Portage County","230400","3,396","1.4740%"
"Wisconsin","Price County","146000","2,110","1.4452%"
"Wisconsin","Racine County","239400","4,071","1.7005%"
"Wisconsin","Richland County","182800","2,579","1.4108%"
"Wisconsin","Rock County","215900","3,652","1.6915%"
"Wisconsin","Rusk County","152000","1,834","1.2066%"
"Wisconsin","St. Croix County","349700","4,297","1.2288%"
"Wisconsin","Sauk County","242400","3,646","1.5041%"
"Wisconsin","Sawyer County","223300","1,899","0.8504%"
"Wisconsin","Shawano County","179100","2,588","1.4450%"
"Wisconsin","Sheboygan County","218400","3,234","1.4808%"
"Wisconsin","Taylor County","186500","2,647","1.4193%"
"Wisconsin","Trempealeau County","203300","3,269","1.6080%"
"Wisconsin","Vernon County","210600","2,883","1.3689%"
"Wisconsin","Vilas County","270700","2,166","0.8001%"
"Wisconsin","Walworth County","275900","3,964","1.4368%"
"Wisconsin","Washburn County","207900","2,305","1.1087%"
"Wisconsin","Washington County","316200","3,795","1.2002%"
"Wisconsin","Waukesha County","373600","4,525","1.2112%"
"Wisconsin","Waupaca County","192800","2,876","1.4917%"
"Wisconsin","Waushara County","186000","2,458","1.3215%"
"Wisconsin","Winnebago County","208600","3,573","1.7128%"
"Wisconsin","Wood County","168100","2,629","1.5640%"
"Wyoming","Albany County","322100","1,846","0.5731%"
"Wyoming","Big Horn County","198200","1,156","0.5832%"
"Wyoming","Campbell County","266400","1,465","0.5499%"
"Wyoming","Carbon County","214500","1,202","0.5604%"
"Wyoming","Converse County","269700","1,557","0.5773%"
"Wyoming","Crook County","276800","1,522","0.5499%"
"Wyoming","Fremont County","252700","1,591","0.6296%"
"Wyoming","Goshen County","234600","1,395","0.5946%"
"Wyoming","Hot Springs County","214400","1,202","0.5606%"
"Wyoming","Johnson County","296000","1,634","0.5520%"
"Wyoming","Laramie County","324900","1,893","0.5826%"
"Wyoming","Lincoln County","334500","1,458","0.4359%"
"Wyoming","Natrona County","260400","1,608","0.6175%"
"Wyoming","Niobrara County","194200","731","0.3764%"
"Wyoming","Park County","374200","2,115","0.5652%"
"Wyoming","Platte County","248900","1,464","0.5882%"
"Wyoming","Sheridan County","352200","1,951","0.5539%"
"Wyoming","Sublette County","350100","1,435","0.4099%"
"Wyoming","Sweetwater County","242900","1,469","0.6048%"
"Wyoming","Teton County","1371900","5,462","0.3981%"
"Wyoming","Uinta County","255400","1,389","0.5439%"
"Wyoming","Washakie County","188600","1,321","0.7004%"
"Wyoming","Weston County","214000","1,460","0.6822%"
"Puerto Rico","Adjuntas Municipio","88800","199","0.2241%"
"Puerto Rico","Aguada Municipio","108500","338","0.3115%"
"Puerto Rico","Aguadilla Municipio","141800","528","0.3724%"
"Puerto Rico","Aguas Buenas Municipio","135200","199","0.1472%"
"Puerto Rico","Aibonito Municipio","120400","199","0.1653%"
"Puerto Rico","Añasco Municipio","112700","",""
"Puerto Rico","Arecibo Municipio","110800","536","0.4838%"
"Puerto Rico","Arroyo Municipio","95200","675","0.7090%"
"Puerto Rico","Barceloneta Municipio","121200","544","0.4488%"
"Puerto Rico","Barranquitas Municipio","120900","353","0.2920%"
"Puerto Rico","Bayamón Municipio","143400","616","0.4296%"
"Puerto Rico","Cabo Rojo Municipio","117800","469","0.3981%"
"Puerto Rico","Caguas Municipio","143300","865","0.6036%"
"Puerto Rico","Camuy Municipio","105500","",""
"Puerto Rico","Canóvanas Municipio","116200","574","0.4940%"
"Puerto Rico","Carolina Municipio","152300","660","0.4334%"
"Puerto Rico","Cataño Municipio","134700","643","0.4774%"
"Puerto Rico","Cayey Municipio","141600","602","0.4251%"
"Puerto Rico","Ceiba Municipio","110900","519","0.4680%"
"Puerto Rico","Ciales Municipio","95400","199","0.2086%"
"Puerto Rico","Cidra Municipio","137800","530","0.3846%"
"Puerto Rico","Coamo Municipio","104000","291","0.2798%"
"Puerto Rico","Comerío Municipio","103500","217","0.2097%"
"Puerto Rico","Corozal Municipio","117800","199","0.1689%"
"Puerto Rico","Culebra Municipio","168200","567","0.3371%"
"Puerto Rico","Dorado Municipio","157800","1,227","0.7776%"
"Puerto Rico","Fajardo Municipio","118400","754","0.6368%"
"Puerto Rico","Florida Municipio","104500","737","0.7053%"
"Puerto Rico","Guánica Municipio","82800","858","1.0362%"
"Puerto Rico","Guayama Municipio","103500","664","0.6415%"
"Puerto Rico","Guayanilla Municipio","84800","199","0.2347%"
"Puerto Rico","Guaynabo Municipio","214500","1,118","0.5212%"
"Puerto Rico","Gurabo Municipio","160100","1,117","0.6977%"
"Puerto Rico","Hatillo Municipio","128500","488","0.3798%"
"Puerto Rico","Hormigueros Municipio","115600","393","0.3400%"
"Puerto Rico","Humacao Municipio","117900","807","0.6845%"
"Puerto Rico","Isabela Municipio","121800","586","0.4811%"
"Puerto Rico","Jayuya Municipio","105000","199","0.1895%"
"Puerto Rico","Juana Díaz Municipio","102900","288","0.2799%"
"Puerto Rico","Juncos Municipio","116700","199","0.1705%"
"Puerto Rico","Lajas Municipio","102400","292","0.2852%"
"Puerto Rico","Lares Municipio","102200","199","0.1947%"
"Puerto Rico","Las Marías Municipio","89700","274","0.3055%"
"Puerto Rico","Las Piedras Municipio","121300","309","0.2547%"
"Puerto Rico","Loíza Municipio","111000","600","0.5405%"
"Puerto Rico","Luquillo Municipio","125200","1,017","0.8123%"
"Puerto Rico","Manatí Municipio","116000","352","0.3034%"
"Puerto Rico","Maricao Municipio","103800","199","0.1917%"
"Puerto Rico","Maunabo Municipio","106000","",""
"Puerto Rico","Mayagüez Municipio","107900","587","0.5440%"
"Puerto Rico","Moca Municipio","116400","358","0.3076%"
"Puerto Rico","Morovis Municipio","113800","535","0.4701%"
"Puerto Rico","Naguabo Municipio","105500","344","0.3261%"
"Puerto Rico","Naranjito Municipio","106800","346","0.3240%"
"Puerto Rico","Orocovis Municipio","94700","382","0.4034%"
"Puerto Rico","Patillas Municipio","89200","199","0.2231%"
"Puerto Rico","Peñuelas Municipio","88000","387","0.4398%"
"Puerto Rico","Ponce Municipio","108200","622","0.5749%"
"Puerto Rico","Quebradillas Municipio","109700","263","0.2397%"
"Puerto Rico","Rincón Municipio","154900","550","0.3551%"
